cpt,desc,status,work_rvu,pe_nonfac_rvu,pe_fac_rvu,mp_rvu
0054T,Bone srgry cmptr fluor image,C,0.0,0.0,0.0,0.0
0055T,Bone srgry cmptr ct/mri imag,C,0.0,0.0,0.0,0.0
0071T,Us leiomyomata ablate <200,C,0.0,0.0,0.0,0.0
0072T,Fcsd us abltj leiomyom>=200,C,0.0,0.0,0.0,0.0
0075T,Perq stent/chest vert art,C,0.0,0.0,0.0,0.0
0075T,Perq stent/chest vert art,C,0.0,0.0,0.0,0.0
0075T,Perq stent/chest vert art,C,0.0,0.0,0.0,0.0
0076T,S&i stent/chest vert art,C,0.0,0.0,0.0,0.0
0076T,S&i stent/chest vert art,C,0.0,0.0,0.0,0.0
0076T,S&i stent/chest vert art,C,0.0,0.0,0.0,0.0
0095T,Rmvl artific disc addl crvcl,C,0.0,0.0,0.0,0.0
0098T,Rev artific disc addl,C,0.0,0.0,0.0,0.0
0100T,Prosth retina receive&gen,C,0.0,0.0,0.0,0.0
0101T,Esw muscskel sys nos,C,0.0,0.0,0.0,0.0
0102T,Esw phy anes lat hmrl epcndl,C,0.0,0.0,0.0,0.0
0106T,Touch quant sensory test,C,0.0,0.0,0.0,0.0
0107T,Vibrate quant sensory test,C,0.0,0.0,0.0,0.0
0108T,Cool quant sensory test,C,0.0,0.0,0.0,0.0
0109T,Heat quant sensory test,C,0.0,0.0,0.0,0.0
0110T,Nos quant sensory test,C,0.0,0.0,0.0,0.0
0164T,Remove lumb artif disc addl,C,0.0,0.0,0.0,0.0
0165T,Revise lumb artif disc addl,C,0.0,0.0,0.0,0.0
0174T,Cad cxr with interp,C,0.0,0.0,0.0,0.0
0175T,Cad cxr remote,C,0.0,0.0,0.0,0.0
0184T,Exc rectal tumor endoscopic,C,0.0,0.0,0.0,0.0
0198T,Ocular blood flow measure,C,0.0,0.0,0.0,0.0
0200T,Perq sacral augmt unilat inj,C,0.0,0.0,0.0,0.0
0201T,Perq sacral augmt bilat inj,C,0.0,0.0,0.0,0.0
0202T,Post vert arthrplst 1 lumbar,C,0.0,0.0,0.0,0.0
0207T,Clear eyelid gland w/heat,C,0.0,0.0,0.0,0.0
0208T,Audiometry air only,C,0.0,0.0,0.0,0.0
0209T,Audiometry air & bone,C,0.0,0.0,0.0,0.0
0210T,Speech audiometry threshold,C,0.0,0.0,0.0,0.0
0211T,Speech audiom thresh & recog,C,0.0,0.0,0.0,0.0
0212T,Compre audiometry evaluation,C,0.0,0.0,0.0,0.0
0213T,Njx paravert w/us cer/thor,C,0.0,0.0,0.0,0.0
0214T,Njx paravert w/us cer/thor,C,0.0,0.0,0.0,0.0
0215T,Njx paravert w/us cer/thor,C,0.0,0.0,0.0,0.0
0216T,Njx paravert w/us lumb/sac,C,0.0,0.0,0.0,0.0
0217T,Njx paravert w/us lumb/sac,C,0.0,0.0,0.0,0.0
0218T,Njx paravert w/us lumb/sac,C,0.0,0.0,0.0,0.0
0219T,Plmt post facet implt cerv,C,0.0,0.0,0.0,0.0
0220T,Plmt post facet implt thor,C,0.0,0.0,0.0,0.0
0221T,Plmt post facet implt lumb,C,0.0,0.0,0.0,0.0
0222T,Plmt post facet implt addl,C,0.0,0.0,0.0,0.0
0232T,Njx platelet plasma,C,0.0,0.0,0.0,0.0
0234T,Trluml perip athrc renal art,C,0.0,0.0,0.0,0.0
0235T,Trluml perip athrc visceral,C,0.0,0.0,0.0,0.0
0236T,Trluml perip athrc abd aorta,C,0.0,0.0,0.0,0.0
0237T,Trluml perip athrc brchiocph,C,0.0,0.0,0.0,0.0
0238T,Trluml perip athrc iliac art,C,0.0,0.0,0.0,0.0
0253T,Insert aqueous drain device,C,0.0,0.0,0.0,0.0
0263T,Im b1 mrw cel ther cmpl,C,0.0,0.0,0.0,0.0
0264T,Im b1 mrw cel ther xcl hrvst,C,0.0,0.0,0.0,0.0
0265T,Im b1 mrw cel ther hrvst onl,C,0.0,0.0,0.0,0.0
0274T,Prq lamot/lam dcmpr crv/thrc,C,0.0,0.0,0.0,0.0
0278T,Tempr,C,0.0,0.0,0.0,0.0
0308T,Insj ocular telescope prosth,C,0.0,0.0,0.0,0.0
0329T,Mntr io press 24hrs/> uni/bi,C,0.0,0.0,0.0,0.0
0330T,Tear film img uni/bi w/i&r,C,0.0,0.0,0.0,0.0
0331T,Heart symp image plnr,C,0.0,0.0,0.0,0.0
0332T,Heart symp image plnr spect,C,0.0,0.0,0.0,0.0
0333T,Visual ep scr acuity auto,C,0.0,0.0,0.0,0.0
0335T,Insj sinus tarsi implant,C,0.0,0.0,0.0,0.0
0338T,Trnscth renal symp denrv unl,C,0.0,0.0,0.0,0.0
0339T,Trnscth renal symp denrv bil,C,0.0,0.0,0.0,0.0
0342T,Thxp apheresis w/hdl delip,C,0.0,0.0,0.0,0.0
0345T,Transcath mtral vlve repair,C,0.0,0.0,0.0,0.0
0347T,Ins bone device for rsa,C,0.0,0.0,0.0,0.0
0348T,Rsa spine exam,C,0.0,0.0,0.0,0.0
0349T,Rsa upper extr exam,C,0.0,0.0,0.0,0.0
0350T,Rsa lower extr exam,C,0.0,0.0,0.0,0.0
0351T,Intraop oct brst/node spec,C,0.0,0.0,0.0,0.0
0352T,Oct brst/node i&r per spec,C,0.0,0.0,0.0,0.0
0353T,Intraop oct breast cavity,C,0.0,0.0,0.0,0.0
0354T,Oct breast surg cavity i&r,C,0.0,0.0,0.0,0.0
0358T,Bia whole body,C,0.0,0.0,0.0,0.0
0362T,Bhv id suprt assmt ea 15 min,C,0.0,0.0,0.0,0.0
0373T,Adapt bhv tx ea 15 min,C,0.0,0.0,0.0,0.0
0378T,Visual field assmnt rev/rprt,C,0.0,0.0,0.0,0.0
0379T,Vis field assmnt tech suppt,C,0.0,0.0,0.0,0.0
0395T,Hdr elctr ntrst/ntrcv brchtx,C,0.0,0.0,0.0,0.0
0397T,Ercp w/optical endomicroscpy,C,0.0,0.0,0.0,0.0
0402T,Colgn crs-link crn&pachymtry,C,0.0,0.0,0.0,0.0
0403T,Diabetes prev standard curr,C,0.0,0.0,0.0,0.0
0408T,Insj/rplc cardiac modulj sys,C,0.0,0.0,0.0,0.0
0409T,Insj/rplc car modulj pls gn,C,0.0,0.0,0.0,0.0
0410T,Insj/rplc car modulj atr elt,C,0.0,0.0,0.0,0.0
0411T,Insj/rplc car modulj vnt elt,C,0.0,0.0,0.0,0.0
0412T,Rmvl cardiac modulj pls gen,C,0.0,0.0,0.0,0.0
0413T,Rmvl car modulj tranvns elt,C,0.0,0.0,0.0,0.0
0414T,Rmvl & rpl car modulj pls gn,C,0.0,0.0,0.0,0.0
0415T,Repos car modulj tranvns elt,C,0.0,0.0,0.0,0.0
0416T,Reloc skin pocket pls gen,C,0.0,0.0,0.0,0.0
0417T,Prgrmg eval cardiac modulj,C,0.0,0.0,0.0,0.0
0417T,Prgrmg eval cardiac modulj,C,0.0,0.0,0.0,0.0
0417T,Prgrmg eval cardiac modulj,C,0.0,0.0,0.0,0.0
0418T,Interro eval cardiac modulj,C,0.0,0.0,0.0,0.0
0418T,Interro eval cardiac modulj,C,0.0,0.0,0.0,0.0
0418T,Interro eval cardiac modulj,C,0.0,0.0,0.0,0.0
0419T,Dstrj neurofibroma xtnsv,C,0.0,0.0,0.0,0.0
0420T,Dstrj neurofibroma xtnsv,C,0.0,0.0,0.0,0.0
0422T,Tactile breast img uni/bi,C,0.0,0.0,0.0,0.0
0437T,Impltj synth rnfcmt abdl wal,C,0.0,0.0,0.0,0.0
0439T,Myocrd contrast prfuj echo,C,0.0,0.0,0.0,0.0
0440T,Abltj perc uxtr/perph nrv,C,0.0,0.0,0.0,0.0
0441T,Abltj perc lxtr/perph nrv,C,0.0,0.0,0.0,0.0
0442T,Abltj perc plex/trncl nrv,C,0.0,0.0,0.0,0.0
0443T,R-t spctrl alys prst8 tiss,C,0.0,0.0,0.0,0.0
0444T,1st plmt drug elut oc ins,C,0.0,0.0,0.0,0.0
0445T,Sbsqt plmt drug elut oc ins,C,0.0,0.0,0.0,0.0
0446T,Insj impltbl glucose sensor,A,1.11,188.02,0.26,0.09
0447T,Rmvl impltbl glucose sensor,A,1.31,1.63,0.3,0.08
0448T,Remvl insj impltbl gluc sens,A,1.86,184.18,0.43,0.17
0449T,Insj aqueous drain dev 1st,C,0.0,0.0,0.0,0.0
0450T,Insj aqueous drain dev each,C,0.0,0.0,0.0,0.0
0464T,Visual ep test for glaucoma,C,0.0,0.0,0.0,0.0
0472T,Prgrmg io rta eltrd ra,C,0.0,0.0,0.0,0.0
0473T,Reprgrmg io rta eltrd ra,C,0.0,0.0,0.0,0.0
0474T,Insj aqueous drg dev io rsvr,C,0.0,0.0,0.0,0.0
0479T,Fxjl abl lsr 1st 100 sq cm,C,0.0,0.0,0.0,0.0
0480T,Fxjl abl lsr ea addl 100sqcm,C,0.0,0.0,0.0,0.0
0481T,Njx autol wbc concentrate,C,0.0,0.0,0.0,0.0
0483T,Tmvi percutaneous approach,C,0.0,0.0,0.0,0.0
0484T,Tmvi transthoracic exposure,C,0.0,0.0,0.0,0.0
0485T,Oct mid ear i&r unilateral,C,0.0,0.0,0.0,0.0
0485T,Oct mid ear i&r unilateral,C,0.0,0.0,0.0,0.0
0485T,Oct mid ear i&r unilateral,C,0.0,0.0,0.0,0.0
0486T,Oct mid ear i&r bilateral,C,0.0,0.0,0.0,0.0
0486T,Oct mid ear i&r bilateral,C,0.0,0.0,0.0,0.0
0486T,Oct mid ear i&r bilateral,C,0.0,0.0,0.0,0.0
0488T,Diabetes prev online/elec,C,0.0,0.0,0.0,0.0
0489T,Regn cell tx scldr hands,C,0.0,0.0,0.0,0.0
0490T,Regn cell tx scldr h mlt inj,C,0.0,0.0,0.0,0.0
0494T,Prep & cannulj cdvr don lung,C,0.0,0.0,0.0,0.0
0495T,Mntr cdvr don lng 1st 2 hrs,C,0.0,0.0,0.0,0.0
0496T,Mntr cdvr don lng ea addl hr,C,0.0,0.0,0.0,0.0
0505T,Ev fempop artl revsc,C,0.0,0.0,0.0,0.0
0506T,Mac pgmt opt dns meas hfp,C,0.0,0.0,0.0,0.0
0506T,Mac pgmt opt dns meas hfp,C,0.0,0.0,0.0,0.0
0506T,Mac pgmt opt dns meas hfp,C,0.0,0.0,0.0,0.0
0507T,Near ifr 2img mibmn glnd i&r,C,0.0,0.0,0.0,0.0
0507T,Near ifr 2img mibmn glnd i&r,C,0.0,0.0,0.0,0.0
0507T,Near ifr 2img mibmn glnd i&r,C,0.0,0.0,0.0,0.0
0509T,Pattern erg w/i&r,A,0.39,1.92,1.92,0.02
0509T,Pattern erg w/i&r,A,0.39,0.23,0.23,0.01
0509T,Pattern erg w/i&r,A,0.0,1.69,1.69,0.01
0510T,Rmvl sinus tarsi implant,C,0.0,0.0,0.0,0.0
0511T,Rmvl&rinsj sinus tarsi implt,C,0.0,0.0,0.0,0.0
0512T,Esw integ wnd hlg 1st wnd,C,0.0,0.0,0.0,0.0
0513T,Esw integ wnd hlg ea addl,C,0.0,0.0,0.0,0.0
0515T,Insj wcs lv compl sys,C,0.0,0.0,0.0,0.0
0516T,Insj wcs lv eltrd only,C,0.0,0.0,0.0,0.0
0517T,Insj wcs lv both compnt pg,C,0.0,0.0,0.0,0.0
0518T,Rmvl pg wcs lv battery only,C,0.0,0.0,0.0,0.0
0519T,Rmv&rplcmt pg wcs lv both,C,0.0,0.0,0.0,0.0
0520T,Rmv&rplcmt pg wcs lv battery,C,0.0,0.0,0.0,0.0
0521T,Interrog dev eval wcs ip,C,0.0,0.0,0.0,0.0
0521T,Interrog dev eval wcs ip,C,0.0,0.0,0.0,0.0
0521T,Interrog dev eval wcs ip,C,0.0,0.0,0.0,0.0
0522T,Prgrmg dev eval wcs ip,C,0.0,0.0,0.0,0.0
0522T,Prgrmg dev eval wcs ip,C,0.0,0.0,0.0,0.0
0522T,Prgrmg dev eval wcs ip,C,0.0,0.0,0.0,0.0
0523T,Ntrapx c ffr w/3d funcjl map,C,0.0,0.0,0.0,0.0
0524T,Ev cath dir chem abltj w/img,C,0.0,0.0,0.0,0.0
0525T,Insj/rplcmt compl iims,C,0.0,0.0,0.0,0.0
0526T,Insj/rplcmt iims eltrd only,C,0.0,0.0,0.0,0.0
0527T,Insj/rplcmt iims implt mntr,C,0.0,0.0,0.0,0.0
0528T,Prgrmg dev eval iims ip,C,0.0,0.0,0.0,0.0
0528T,Prgrmg dev eval iims ip,C,0.0,0.0,0.0,0.0
0528T,Prgrmg dev eval iims ip,C,0.0,0.0,0.0,0.0
0529T,Interrog dev eval iims ip,C,0.0,0.0,0.0,0.0
0529T,Interrog dev eval iims ip,C,0.0,0.0,0.0,0.0
0529T,Interrog dev eval iims ip,C,0.0,0.0,0.0,0.0
0530T,Removal complete iims,C,0.0,0.0,0.0,0.0
0531T,Removal iims electrode only,C,0.0,0.0,0.0,0.0
0532T,Removal iims implt mntr only,C,0.0,0.0,0.0,0.0
0541T,Myocardial imaging mcg,C,0.0,0.0,0.0,0.0
0542T,Myocardial imaging mcg i&r,C,0.0,0.0,0.0,0.0
0543T,Ta mv rpr w/artif chord tend,C,0.0,0.0,0.0,0.0
0544T,Tcat mv annulus rcnstj,C,0.0,0.0,0.0,0.0
0545T,Tcat tv annulus rcnstj,C,0.0,0.0,0.0,0.0
0546T,Rf spectrsc ntraop mrgn asmt,C,0.0,0.0,0.0,0.0
0547T,B1 matrl qual tst mcrind tib,C,0.0,0.0,0.0,0.0
0552T,Low-level laser therapy,C,0.0,0.0,0.0,0.0
0554T,B1 str & fx rsk analysis,C,0.0,0.0,0.0,0.0
0555T,B1 str&fx rsk transmis data,C,0.0,0.0,0.0,0.0
0556T,B1 str & fx rsk assessment,C,0.0,0.0,0.0,0.0
0557T,B1 str & fx rsk i&r,C,0.0,0.0,0.0,0.0
0558T,Ct scan f/biomchn ct alys,C,0.0,0.0,0.0,0.0
0559T,Antmc mdl 3d print 1st cmpnt,C,0.0,0.0,0.0,0.0
0560T,Antmc mdl 3d print ea addl,C,0.0,0.0,0.0,0.0
0561T,Antmc guide 3d print 1st gd,C,0.0,0.0,0.0,0.0
0562T,Antmc guide 3d print ea addl,C,0.0,0.0,0.0,0.0
0563T,Evac meibomian glnd heat bi,C,0.0,0.0,0.0,0.0
0565T,Autol cell implt adps hrvg,C,0.0,0.0,0.0,0.0
0566T,Autol cell implt adps njx,C,0.0,0.0,0.0,0.0
0569T,Ttvr perq appr 1st prosth,C,0.0,0.0,0.0,0.0
0570T,Ttvr perq ea addl prosth,C,0.0,0.0,0.0,0.0
0571T,Insj/rplcmt icds ss eltrd,C,0.0,0.0,0.0,0.0
0572T,Insertion ss dfb electrode,C,0.0,0.0,0.0,0.0
0573T,Removal ss dfb electrode,C,0.0,0.0,0.0,0.0
0574T,Repos prev ss impl dfb eltrd,C,0.0,0.0,0.0,0.0
0575T,Prgrmg dev eval icds ss ip,C,0.0,0.0,0.0,0.0
0576T,Interrog dev eval icds ss ip,C,0.0,0.0,0.0,0.0
0577T,Ephys eval icds ss,C,0.0,0.0,0.0,0.0
0578T,Rem interrog dev icds phys,C,0.0,0.0,0.0,0.0
0579T,Rem interrog dev icds tech,C,0.0,0.0,0.0,0.0
0580T,Rmvl ss impl dfb pg only,C,0.0,0.0,0.0,0.0
0581T,Abltj mal brst tum perq crtx,C,0.0,0.0,0.0,0.0
0582T,Trurl abltj mal prst8 tiss,C,0.0,0.0,0.0,0.0
0583T,Tmpst auto tube dlvr sys,A,2.63,42.27,0.97,0.16
0584T,Perq islet cell transplant,C,0.0,0.0,0.0,0.0
0585T,Laps islet cell transplant,C,0.0,0.0,0.0,0.0
0586T,Open islet cell transplant,C,0.0,0.0,0.0,0.0
0587T,Perq impltj/rplcmt isdns ptn,C,0.0,0.0,0.0,0.0
0588T,Revision/removal isdns ptn,C,0.0,0.0,0.0,0.0
0589T,Elec alys smpl prgrmg iins,C,0.0,0.0,0.0,0.0
0590T,Elec alys cplx prgrmg iins,C,0.0,0.0,0.0,0.0
0591T,Hlth&wb coaching indiv 1st,C,0.0,0.0,0.0,0.0
0592T,Hlth&wb coaching indiv f-up,C,0.0,0.0,0.0,0.0
0593T,Hlth&wb coaching group,C,0.0,0.0,0.0,0.0
0594T,Osteot hum xtrnl lngth dev,C,0.0,0.0,0.0,0.0
0596T,Temp fml iu vlv-pmp 1st insj,A,2.37,57.93,0.82,0.15
0597T,Temp fml iu valve-pmp rplcmt,A,1.02,16.78,0.52,0.06
0598T,R-t fluor wound img 1st site,C,0.0,0.0,0.0,0.0
0599T,R-t fluor wound img ea addl,C,0.0,0.0,0.0,0.0
0600T,Ablt ire 1+ o/t lv/prst8 prq,C,0.0,0.0,0.0,0.0
0601T,Abltj ire 1+tumors open,C,0.0,0.0,0.0,0.0
0602T,Transdermal gfr measurements,C,0.0,0.0,0.0,0.0
0603T,Transdermal gfr monitoring,C,0.0,0.0,0.0,0.0
0604T,Rem oct rta dev setup&educaj,C,0.0,0.0,0.0,0.0
0605T,Rem oct rta techl sprt min 8,A,0.0,22.64,22.64,0.07
0606T,Rem oct rta phys/qhp ea 30d,C,0.0,0.0,0.0,0.0
0607T,Rem mntr pulm flu mntr setup,C,0.0,0.0,0.0,0.0
0608T,Rem mntr pulm flu mntr alys,C,0.0,0.0,0.0,0.0
0609T,Mrs disc pain acquisj data,C,0.0,0.0,0.0,0.0
0610T,Mrs disc pain transmis data,C,0.0,0.0,0.0,0.0
0611T,Mrs disc pain alg alys data,C,0.0,0.0,0.0,0.0
0612T,Mrs discogenic pain i&r,C,0.0,0.0,0.0,0.0
0613T,Perq tcat intratrl septl sht,C,0.0,0.0,0.0,0.0
0614T,Rmvl&rplcmt ss impl dfb pg,C,0.0,0.0,0.0,0.0
0615T,Auto alys binocular eye mvmt,C,0.0,0.0,0.0,0.0
0620T,Evasc ven artlz tibl/prnl vn,C,0.0,0.0,0.0,0.0
0621T,Trabeculostomy interno laser,C,0.0,0.0,0.0,0.0
0622T,Trabeculostomy int lsr w/scp,C,0.0,0.0,0.0,0.0
0627T,Perq njx algc fluor lmbr 1st,C,0.0,0.0,0.0,0.0
0628T,Perq njx algc fluor lmbr ea,C,0.0,0.0,0.0,0.0
0629T,Perq njx algc ct lmbr 1st,C,0.0,0.0,0.0,0.0
0630T,Perq njx algc ct lmbr ea,C,0.0,0.0,0.0,0.0
0632T,Perq tcat us abltj nrv p-art,C,0.0,0.0,0.0,0.0
0633T,Ct breast w/3d uni c-,C,0.0,0.0,0.0,0.0
0633T,Ct breast w/3d uni c-,C,0.0,0.0,0.0,0.0
0633T,Ct breast w/3d uni c-,C,0.0,0.0,0.0,0.0
0634T,Ct breast w/3d uni c+,C,0.0,0.0,0.0,0.0
0634T,Ct breast w/3d uni c+,C,0.0,0.0,0.0,0.0
0634T,Ct breast w/3d uni c+,C,0.0,0.0,0.0,0.0
0635T,Ct breast w/3d uni c-/c+,C,0.0,0.0,0.0,0.0
0635T,Ct breast w/3d uni c-/c+,C,0.0,0.0,0.0,0.0
0635T,Ct breast w/3d uni c-/c+,C,0.0,0.0,0.0,0.0
0636T,Ct breast w/3d bi c-,C,0.0,0.0,0.0,0.0
0636T,Ct breast w/3d bi c-,C,0.0,0.0,0.0,0.0
0636T,Ct breast w/3d bi c-,C,0.0,0.0,0.0,0.0
0637T,Ct breast w/3d bi c+,C,0.0,0.0,0.0,0.0
0637T,Ct breast w/3d bi c+,C,0.0,0.0,0.0,0.0
0637T,Ct breast w/3d bi c+,C,0.0,0.0,0.0,0.0
0638T,Ct breast w/3d bi c-/c+,C,0.0,0.0,0.0,0.0
0638T,Ct breast w/3d bi c-/c+,C,0.0,0.0,0.0,0.0
0638T,Ct breast w/3d bi c-/c+,C,0.0,0.0,0.0,0.0
0639T,Wrls skn snr anisotropy meas,C,0.0,0.0,0.0,0.0
0640T,Ncntc ifr spctrsc o/t pad 1,C,0.0,0.0,0.0,0.0
0640T,Ncntc ifr spctrsc o/t pad 1,C,0.0,0.0,0.0,0.0
0640T,Ncntc ifr spctrsc o/t pad 1,C,0.0,0.0,0.0,0.0
0643T,Tcat l ventr rstrj dev implt,C,0.0,0.0,0.0,0.0
0644T,Tcat rmvl/dblk icar mas perq,C,0.0,0.0,0.0,0.0
0645T,Tcat impltj c sins rdctj dev,C,0.0,0.0,0.0,0.0
0646T,Ttvi/rplcmt w/prstc vlv perq,C,0.0,0.0,0.0,0.0
0647T,Insj gtube perq mag gastrpxy,C,0.0,0.0,0.0,0.0
0648T,Quan mr tis wo mri 1orgn,C,0.0,0.0,0.0,0.0
0648T,Quan mr tis wo mri 1orgn,C,0.0,0.0,0.0,0.0
0648T,Quan mr tis wo mri 1orgn,C,0.0,0.0,0.0,0.0
0649T,Quan mr tiss w/mri 1orgn,C,0.0,0.0,0.0,0.0
0649T,Quan mr tiss w/mri 1orgn,C,0.0,0.0,0.0,0.0
0649T,Quan mr tiss w/mri 1orgn,C,0.0,0.0,0.0,0.0
0650T,Prgrmg dev eval scrms remote,C,0.0,0.0,0.0,0.0
0650T,Prgrmg dev eval scrms remote,C,0.0,0.0,0.0,0.0
0650T,Prgrmg dev eval scrms remote,C,0.0,0.0,0.0,0.0
0651T,Mag ctrld capsule endoscopy,C,0.0,0.0,0.0,0.0
0652T,Egd flx transnasal dx br/wa,C,0.0,0.0,0.0,0.0
0653T,Egd flx transnasal bx 1/mlt,C,0.0,0.0,0.0,0.0
0654T,Egd flx transnasal tube/cath,C,0.0,0.0,0.0,0.0
0655T,Tprnl focal abltj mal prst8,C,0.0,0.0,0.0,0.0
0656T,Ant lmbr vrt bdy teth <7 seg,C,0.0,0.0,0.0,0.0
0657T,Ant lmbr vrt bdy teth 8+ seg,C,0.0,0.0,0.0,0.0
0658T,Elec impd spectrsc 1+skn les,C,0.0,0.0,0.0,0.0
0659T,Tcat intra-c nfs supersat o2,C,0.0,0.0,0.0,0.0
0660T,Implt ant sgm io nbio rx sys,C,0.0,0.0,0.0,0.0
0661T,Rmvl&rimpltj ant sgm implt,C,0.0,0.0,0.0,0.0
0668T,Bkbench prep don uter algrft,C,0.0,0.0,0.0,0.0
0669T,Bkbench rcnstj don uter ven,C,0.0,0.0,0.0,0.0
0670T,Bkbench rcnstj don uter artl,C,0.0,0.0,0.0,0.0
0671T,Insj ant sgm aq drg dev 1+,C,0.0,0.0,0.0,0.0
0672T,Ndovag cryg rf remdl tiss,C,0.0,0.0,0.0,0.0
0673T,Abltj b9 thyr ndul perq lasr,C,0.0,0.0,0.0,0.0
0674T,Laps insj nw/rpcmt prm isdss,C,0.0,0.0,0.0,0.0
0675T,Laps insj nw/rpcmt isdss 1ld,C,0.0,0.0,0.0,0.0
0676T,Laps insj nw/rpcmt isdss ea,C,0.0,0.0,0.0,0.0
0677T,Laps repos lead isdss 1st ld,C,0.0,0.0,0.0,0.0
0678T,Laps repos lead isdss ea add,C,0.0,0.0,0.0,0.0
0679T,Laps rmvl lead isdss,C,0.0,0.0,0.0,0.0
0680T,Insj/rplcmt pg only isdss,C,0.0,0.0,0.0,0.0
0681T,Rlcj pulse gen only isdss,C,0.0,0.0,0.0,0.0
0682T,Removal pulse gen only isdss,C,0.0,0.0,0.0,0.0
0683T,Prgrmg dev eval isdss ip,C,0.0,0.0,0.0,0.0
0683T,Prgrmg dev eval isdss ip,C,0.0,0.0,0.0,0.0
0683T,Prgrmg dev eval isdss ip,C,0.0,0.0,0.0,0.0
0684T,Peri-px dev eval isdss ip,C,0.0,0.0,0.0,0.0
0684T,Peri-px dev eval isdss ip,C,0.0,0.0,0.0,0.0
0684T,Peri-px dev eval isdss ip,C,0.0,0.0,0.0,0.0
0685T,Interrog dev eval isdss ip,C,0.0,0.0,0.0,0.0
0685T,Interrog dev eval isdss ip,C,0.0,0.0,0.0,0.0
0685T,Interrog dev eval isdss ip,C,0.0,0.0,0.0,0.0
0686T,Histotripsy mal hepatcel tis,C,0.0,0.0,0.0,0.0
0687T,Tx amblyopia dev setup 1st,C,0.0,0.0,0.0,0.0
0688T,Tx amblyopia assmt w/report,C,0.0,0.0,0.0,0.0
0689T,Quan us tis charac w/o dx us,C,0.0,0.0,0.0,0.0
0689T,Quan us tis charac w/o dx us,C,0.0,0.0,0.0,0.0
0689T,Quan us tis charac w/o dx us,C,0.0,0.0,0.0,0.0
0690T,Quan us tis charac w/dx us,C,0.0,0.0,0.0,0.0
0690T,Quan us tis charac w/dx us,C,0.0,0.0,0.0,0.0
0690T,Quan us tis charac w/dx us,C,0.0,0.0,0.0,0.0
0691T,Auto alys xst ct std vrt fx,C,0.0,0.0,0.0,0.0
0691T,Auto alys xst ct std vrt fx,C,0.0,0.0,0.0,0.0
0691T,Auto alys xst ct std vrt fx,C,0.0,0.0,0.0,0.0
0692T,Therapeutic ultrafiltration,C,0.0,0.0,0.0,0.0
0693T,Compre ful bdy 3d mtn alys,C,0.0,0.0,0.0,0.0
0694T,3d vol img&rcnstj brst/ax,C,0.0,0.0,0.0,0.0
0694T,3d vol img&rcnstj brst/ax,C,0.0,0.0,0.0,0.0
0694T,3d vol img&rcnstj brst/ax,C,0.0,0.0,0.0,0.0
0695T,Bdy srf mpg pm/cvdfb tm impl,C,0.0,0.0,0.0,0.0
0696T,Bdy surf mapg pm/cvdfb f/up,C,0.0,0.0,0.0,0.0
0697T,Quan mr tis wo mri mlt orgn,C,0.0,0.0,0.0,0.0
0697T,Quan mr tis wo mri mlt orgn,C,0.0,0.0,0.0,0.0
0697T,Quan mr tis wo mri mlt orgn,C,0.0,0.0,0.0,0.0
0698T,Quan mr tiss w/mri mlt orgn,C,0.0,0.0,0.0,0.0
0698T,Quan mr tiss w/mri mlt orgn,C,0.0,0.0,0.0,0.0
0698T,Quan mr tiss w/mri mlt orgn,C,0.0,0.0,0.0,0.0
0699T,Njx pst chmbr eye medication,C,0.0,0.0,0.0,0.0
0700T,Molec fluor img sus nev 1st,C,0.0,0.0,0.0,0.0
0700T,Molec fluor img sus nev 1st,C,0.0,0.0,0.0,0.0
0700T,Molec fluor img sus nev 1st,C,0.0,0.0,0.0,0.0
0701T,Molec fluor img sus nev ea,C,0.0,0.0,0.0,0.0
0701T,Molec fluor img sus nev ea,C,0.0,0.0,0.0,0.0
0701T,Molec fluor img sus nev ea,C,0.0,0.0,0.0,0.0
0704T,Rem tx amblyopia setup&edu,C,0.0,0.0,0.0,0.0
0705T,Rem tx amblyopia tech sprt,C,0.0,0.0,0.0,0.0
0706T,Rem tx amblyopia i&r phy/qhp,C,0.0,0.0,0.0,0.0
0707T,Njx b1 sub mtrl sbchdrl dfct,C,0.0,0.0,0.0,0.0
0708T,Id ca immntx prep & 1st njx,C,0.0,0.0,0.0,0.0
0709T,Id ca immntx each addl njx,C,0.0,0.0,0.0,0.0
0710T,N-invas artl plaq alys,C,0.0,0.0,0.0,0.0
0711T,N-nvs artl plaq alys dat prp,C,0.0,0.0,0.0,0.0
0712T,N-nvs artl plaq alys quan,C,0.0,0.0,0.0,0.0
0713T,N-nvs artl plaq alys rvw i&r,C,0.0,0.0,0.0,0.0
0714T,Tpla b9 prst8 hyprplsa<50ml,C,0.0,0.0,0.0,0.0
0716T,Car acous wavfrm rec cad rsk,C,0.0,0.0,0.0,0.0
0717T,Adrc ther prtl rc tear,C,0.0,0.0,0.0,0.0
0718T,Adrc ther prtl rc tear njx,C,0.0,0.0,0.0,0.0
0719T,Pst vrt jt rplcmt lmbr 1 sgm,C,0.0,0.0,0.0,0.0
0721T,Quan ct tiss charac w/o ct,C,0.0,0.0,0.0,0.0
0721T,Quan ct tiss charac w/o ct,C,0.0,0.0,0.0,0.0
0721T,Quan ct tiss charac w/o ct,C,0.0,0.0,0.0,0.0
0722T,Quan ct tiss charac w/ct,C,0.0,0.0,0.0,0.0
