cpt,desc,status,work_rvu,pe_nonfac_rvu,pe_fac_rvu,mp_rvu
61516,Crnec treph exc cyst sttl,A,25.92,17.81,17.81,10.82
61517,Implt brn intrcv chemotx agt,A,1.35,0.47,0.47,0.56
61518,Removal of brain lesion,A,38.89,25.12,25.12,16.38
61519,Remove brain lining lesion,A,42.34,24.43,24.43,17.73
61520,Removal of brain lesion,A,55.66,27.93,27.93,21.17
61521,Removal of brain lesion,A,45.82,25.49,25.49,18.83
61522,Removal of brain abscess,A,30.75,19.82,19.82,12.98
61524,Removal of brain lesion,A,29.14,19.26,19.26,12.32
61526,Removal of brain lesion,A,52.73,22.42,22.42,15.53
61530,Removal of brain lesion,A,44.42,24.63,24.63,18.76
61531,Implant brain electrodes,A,16.0,14.29,14.29,6.74
61533,Implant brain electrodes,A,20.92,15.31,15.31,8.83
61534,Removal of brain lesion,A,22.43,16.9,16.9,9.47
61535,Remove brain electrodes,A,12.82,12.47,12.47,5.4
61536,Removal of brain lesion,A,36.78,21.94,21.94,15.53
61537,Removal of brain tissue,A,35.54,19.96,19.96,15.01
61538,Removal of brain tissue,A,38.46,21.47,21.47,16.24
61539,Removal of brain tissue,A,33.42,20.76,20.76,14.12
61540,Removal of brain tissue,A,30.64,19.7,19.7,12.95
61541,Incision of brain tissue,A,30.17,19.62,19.62,12.74
61543,Removal of brain tissue,A,30.53,19.75,19.75,12.89
61544,Remove & treat brain lesion,A,26.68,17.33,17.33,11.28
61545,Excision of brain tumor,A,45.27,27.5,27.5,19.1
61546,Removal of pituitary gland,A,32.6,20.47,20.47,13.77
61548,Removal of pituitary gland,A,22.79,13.62,13.62,8.11
61550,Release of skull seams,A,15.2,14.87,14.87,6.41
61552,Release of skull seams,A,19.89,16.01,16.01,8.38
61556,Incise skull/sutures,A,23.49,16.82,16.82,9.92
61557,Incise skull/sutures,A,22.73,17.76,17.76,9.6
61558,Excision of skull/sutures,A,25.84,18.61,18.61,10.92
61559,Excision of skull/sutures,A,33.17,23.0,23.0,14.0
61563,Excision of skull tumor,A,27.73,18.31,18.31,11.72
61564,Excision of skull tumor,A,33.87,21.68,21.68,14.3
61566,Removal of brain tissue,A,31.64,20.04,20.04,13.37
61567,Incision of brain tissue,A,36.08,22.75,22.75,15.23
61570,Remove foreign body brain,A,25.85,18.1,18.1,10.93
61571,Incise skull for brain wound,A,27.71,18.76,18.76,11.72
61575,Skull base/brainstem surgery,A,35.65,21.54,21.54,15.05
61576,Skull base/brainstem surgery,A,53.93,48.9,48.9,22.75
61580,Craniofacial approach skull,A,33.65,25.75,25.75,7.02
61581,Craniofacial approach skull,A,38.15,26.93,26.93,5.57
61582,Craniofacial approach skull,A,34.26,44.35,44.35,13.53
61583,Craniofacial approach skull,A,37.54,34.62,34.62,15.37
61584,Orbitocranial approach/skull,A,36.76,33.67,33.67,14.34
61585,Orbitocranial approach/skull,A,41.51,38.43,38.43,17.52
61586,Resect nasopharynx skull,A,26.79,40.91,40.91,11.32
61590,Infratemporal approach/skull,A,45.86,24.78,24.78,9.17
61591,Infratemporal approach/skull,A,45.84,26.12,26.12,11.25
61592,Orbitocranial approach/skull,A,42.0,32.7,32.7,16.12
61595,Transtemporal approach/skull,A,32.9,24.06,24.06,8.49
61596,Transcochlear approach/skull,A,38.44,18.52,18.52,5.6
61597,Transcondylar approach/skull,A,39.8,32.18,32.18,16.81
61598,Transpetrosal approach/skull,A,35.62,34.6,34.6,15.04
61600,Resect/excise cranial lesion,A,29.26,21.58,21.58,6.49
61601,Resect/excise cranial lesion,A,30.36,29.56,29.56,11.95
61605,Resect/excise cranial lesion,A,31.76,19.93,19.93,5.57
61606,Resect/excise cranial lesion,A,41.0,26.61,26.61,14.07
61607,Resect/excise cranial lesion,A,39.91,23.47,23.47,11.26
61608,Resect/excise cranial lesion,A,44.4,32.16,32.16,18.09
61611,Transect artery sinus,A,7.22,2.53,2.53,3.04
61613,Remove aneurysm sinus,A,43.9,33.63,33.63,18.54
61615,Resect/excise lesion skull,A,34.88,34.76,34.76,14.74
61616,Resect/excise lesion skull,A,45.57,32.19,32.19,16.71
61618,Repair dura,A,18.22,12.18,12.18,6.08
61619,Repair dura,A,21.55,16.21,16.21,9.11
61623,Evasc temp balo artl occ h/n,A,9.7,2.87,2.87,2.95
61624,Tcat perm occls/embolj cns,A,19.5,5.41,5.41,6.37
61626,Tcat perm occls/embol noncns,A,14.93,272.48,3.6,4.05
61630,Balo angioplasty icr perq,R,21.52,9.22,9.22,6.82
61635,Intracran angioplsty w/stent,R,23.67,9.66,9.66,7.28
61645,Perq art m-thrombect &/nfs,A,14.63,3.69,3.69,4.31
61650,Evasc prlng admn rx agnt 1st,A,9.75,2.73,2.73,3.19
61651,Evasc prlng admn rx agnt add,A,4.14,1.19,1.19,1.37
61680,Intracranial vessel surgery,A,31.74,20.93,20.93,13.42
61682,Intracranial vessel surgery,A,61.82,28.89,28.89,25.54
61684,Intracranial vessel surgery,A,40.6,24.04,24.04,17.13
61686,Intracranial vessel surgery,A,65.81,33.61,33.61,27.78
61690,Intracranial vessel surgery,A,30.56,20.12,20.12,12.9
61692,Intracranial vessel surgery,A,53.23,28.09,28.09,22.47
61697,Brain aneurysm repr complx,A,61.82,32.05,32.05,26.02
61698,Brain aneurysm repr complx,A,67.89,34.34,34.34,28.66
61700,Brain aneurysm repr simple,A,49.35,26.72,26.72,20.06
61702,Inner skull vessel surgery,A,58.54,31.06,31.06,24.72
61703,Clamp neck artery,A,18.33,14.4,14.4,7.72
61705,Revise circulation to head,A,37.15,22.07,22.07,15.67
61708,Revise circulation to head,A,36.27,21.77,21.77,15.32
61710,Revise circulation to head,A,30.51,18.68,18.68,12.88
61711,Fusion of skull arteries,A,37.27,21.94,21.94,15.48
61715,Mrgfus strtctc ablt trgt icr,C,0.0,0.0,0.0,0.0
61715,Mrgfus strtctc ablt trgt icr,A,18.48,12.98,12.98,7.1
61715,Mrgfus strtctc ablt trgt icr,C,0.0,0.0,0.0,0.0
61720,Incise skull/brain surgery,A,17.18,13.38,13.38,7.25
61735,Incise skull/brain surgery,A,21.79,16.06,16.06,9.19
61736,Litt icr 1 traj 1 smpl les,A,18.58,7.75,7.75,7.85
61737,Litt icr mlt trj mlt/cplx ls,A,22.1,8.99,8.99,9.33
61750,Incise skull/brain biopsy,A,19.33,14.03,14.03,8.12
61751,Brain biopsy w/ct/mr guide,A,18.32,15.49,15.49,7.7
61760,Implant brain electrodes,A,21.83,15.49,15.49,9.21
61770,Incise skull for treatment,A,22.61,15.29,15.29,9.55
61781,Scan proc cranial intra,A,3.66,1.27,1.27,1.51
61782,Scan proc cranial extra,A,3.1,0.76,0.76,0.46
61783,Scan proc spinal,A,3.66,1.24,1.24,1.31
61790,Treat trigeminal nerve,A,11.31,10.89,10.89,4.68
61791,Treat trigeminal tract,A,15.02,12.38,12.38,6.33
61796,Srs cranial lesion simple,A,13.58,11.06,11.06,5.68
61797,Srs cran les simple addl,A,3.39,1.18,1.18,1.42
61798,Srs cranial lesion complex,A,19.35,12.76,12.76,7.96
61799,Srs cran les complex addl,A,4.69,1.63,1.63,1.93
61800,Apply srs headframe add-on,A,2.19,1.25,1.25,0.92
61850,Implant neuroelectrodes,A,13.01,11.15,11.15,5.48
61860,Implant neuroelectrodes,A,21.7,14.97,14.97,9.17
61863,Implant neuroelectrode,A,20.19,16.07,16.07,8.53
61864,Implant neuroelectrde addl,A,4.38,1.54,1.54,1.84
61867,Implant neuroelectrode,A,32.2,20.26,20.26,13.6
61868,Implant neuroelectrde addl,A,7.71,2.7,2.7,3.24
61880,Revise/remove neuroelectrode,A,6.78,8.93,8.93,2.84
61885,Insrt/redo neurostim 1 array,A,5.9,8.42,8.42,2.37
61886,Implant neurostim arrays,A,9.68,14.17,14.17,4.03
61888,Revise/remove neuroreceiver,A,5.1,4.93,4.93,2.04
61889,Ins sk-mnt crnl nstm pg/rcvr,A,25.11,16.68,16.68,10.61
61891,Rev/rplcmt sk-mnt crnl nstm,A,10.97,9.84,9.84,4.26
61892,Rmv sk-mnt crnl nstm pg/rcvr,A,14.63,12.03,12.03,6.16
62000,Treat skull fracture,A,13.58,11.86,11.86,5.72
62005,Treat skull fracture,A,17.19,13.38,13.38,7.26
62010,Treatment of head injury,A,20.89,15.74,15.74,8.81
62100,Repair brain fluid leakage,A,22.94,13.23,13.23,7.43
62115,Reduction of skull defect,A,22.34,18.57,18.57,9.42
62117,Reduction of skull defect,A,27.64,17.73,17.73,11.7
62120,Repair skull cavity lesion,A,23.98,30.1,30.1,10.13
62121,Incise skull repair,A,22.45,14.52,14.52,5.94
62140,Crnop skull defect<5 cm diam,A,14.19,10.22,10.22,4.9
62141,Crnop skull defect>5 cm diam,A,15.67,11.76,11.76,5.97
62142,Rmvl b1 flp/prostc plate skl,A,11.53,10.81,10.81,4.64
62143,Rpl b1 flp/prostc plate skl,A,13.8,11.79,11.79,5.63
62145,Repair of skull & brain,A,19.59,13.57,13.57,7.74
62146,Crnop w/autograft<5 cm diam,A,16.85,13.27,13.27,7.1
62147,Crnop w/autograft>5 cm diam,A,20.15,12.79,12.79,7.85
62148,Retr bone flap to fix skull,A,1.95,0.68,0.68,0.82
62160,Neuroendoscopy add-on,A,2.93,1.02,1.02,1.21
62161,Dissect brain w/scope,A,20.7,15.65,15.65,8.64
62162,Remove colloid cyst w/scope,A,26.13,18.31,18.31,11.05
62164,Remove brain tumor w/scope,A,28.69,20.85,20.85,12.13
62165,Remove pituit tumor w/scope,A,22.65,12.66,12.66,6.62
62180,Establish brain cavity shunt,A,22.02,15.79,15.79,9.28
62190,Establish brain cavity shunt,A,11.87,11.51,11.51,4.99
62192,Establish brain cavity shunt,A,13.02,11.91,11.91,5.48
62194,Replace/irrigate catheter,A,5.64,7.78,7.78,2.35
62200,Establish brain cavity shunt,A,18.81,13.96,13.96,7.93
62201,Brain cavity shunt w/scope,A,15.64,14.53,14.53,6.55
62220,Establish brain cavity shunt,A,13.75,9.96,9.96,5.32
62223,Establish brain cavity shunt,A,13.7,11.87,11.87,5.07
62225,Replace/irrigate catheter,A,6.04,8.58,8.58,2.51
62230,Replace/revise brain shunt,A,11.14,9.63,9.63,4.36
62252,Csf shunt reprogram,A,0.72,2.11,2.11,0.28
62252,Csf shunt reprogram,A,0.72,0.49,0.49,0.27
62252,Csf shunt reprogram,A,0.0,1.62,1.62,0.01
62256,Remove brain cavity shunt,A,7.2,8.98,8.98,2.98
62258,Replace brain cavity shunt,A,15.25,11.77,11.77,6.07
62263,Epidural lysis mult sessions,A,4.88,14.56,3.59,0.46
62264,Epidural lysis on single day,A,4.31,8.64,1.68,0.42
62267,Interdiscal perq aspir dx,A,2.93,4.49,0.78,0.33
62268,Drain spinal cord cyst,A,4.61,2.98,2.98,1.94
62269,Needle biopsy spinal cord,A,4.88,1.31,1.31,0.46
62270,Dx lmbr spi pnxr,A,1.19,3.46,0.28,0.29
62272,Ther spi pnxr drg csf,A,1.54,4.48,0.53,0.47
62273,Inject epidural patch,A,2.1,2.84,0.75,0.21
62280,Treat spinal cord lesion,A,2.56,6.9,1.26,0.26
62281,Treat spinal cord lesion,A,2.59,4.63,1.29,0.2
62282,Treat spinal canal lesion,A,2.27,7.77,1.4,0.21
62284,Injection for myelogram,A,1.5,3.73,0.49,0.16
62287,Dcmprn pq nuc pul 1/mlt lmbr,A,9.03,6.02,6.02,0.93
62290,Njx px discography lumbar,A,2.93,7.89,1.08,0.26
62291,Njx px discography crv/thrc,A,2.84,7.02,0.92,0.24
62292,Njx chemonucleolysis lmbr,A,9.24,5.07,5.07,0.96
62294,Injection into spinal artery,A,12.55,10.76,10.76,5.29
62302,Myelography lumbar injection,A,2.23,4.88,0.61,0.22
62303,Myelography lumbar injection,A,2.23,5.01,0.61,0.21
62304,Myelography lumbar injection,A,2.19,4.85,0.61,0.22
62305,Myelography lumbar injection,A,2.29,5.41,0.63,0.22
62320,Njx interlaminar crv/thrc,A,1.76,2.93,0.66,0.21
62321,Njx interlaminar crv/thrc,A,1.9,6.2,0.78,0.18
62322,Njx interlaminar lmbr/sac,A,1.51,2.7,0.56,0.15
62323,Njx interlaminar lmbr/sac,A,1.76,6.25,0.74,0.17
62324,Njx interlaminar crv/thrc,A,1.84,2.6,0.58,0.16
62325,Njx interlaminar crv/thrc,A,2.15,5.6,0.68,0.19
62326,Njx interlaminar lmbr/sac,A,1.74,2.7,0.57,0.15
62327,Njx interlaminar lmbr/sac,A,1.85,6.18,0.75,0.19
62328,Dx lmbr spi pnxr w/fluor/ct,A,1.69,4.58,0.33,0.18
62329,Ther spi pnxr csf fluor/ct,A,1.98,5.86,0.45,0.35
62330,Dcmprn prq rmv lig flv 1lmbr,A,8.0,5.64,5.64,0.71
62331,Dcmprn prq rmv lig flv addl,A,4.25,1.03,1.03,0.38
62350,Implant spinal canal cath,A,5.9,4.24,4.24,1.17
62351,Implant spinal canal cath,A,11.37,11.85,11.85,4.15
62355,Remove spinal canal catheter,A,3.46,4.09,4.09,0.86
62360,Insert spine infusion device,A,4.22,4.09,4.09,0.99
62361,Implant spine infusion pump,A,4.88,6.99,6.99,2.05
62362,Implant spine infusion pump,A,5.46,4.41,4.41,1.26
62365,Remove spine infusion device,A,3.83,4.05,4.05,0.98
62367,Analyze spine infus pump,A,0.47,0.48,0.12,0.05
62368,Analyze sp inf pump w/reprog,A,0.65,0.67,0.16,0.07
62369,Anal sp inf pmp w/reprg&fill,A,0.65,2.19,0.17,0.07
62370,Anl sp inf pmp w/mdreprg&fil,A,0.88,1.95,0.22,0.08
62380,Ndsc dcmprn 1 ntrspc lumbar,C,0.0,0.0,0.0,0.0
63001,Remove spine lamina 1/2 crvl,A,17.17,12.12,12.12,6.45
63003,Remove spine lamina 1/2 thrc,A,17.3,12.11,12.11,6.46
63005,Remove spine lamina 1/2 lmbr,A,16.02,13.56,13.56,6.12
63011,Remove spine lamina 1/2 scrl,A,15.51,10.72,10.72,4.03
63012,Remove lamina/facets lumbar,A,16.43,12.37,12.37,5.62
63015,Remove spine lamina >2 crvcl,A,20.33,15.08,15.08,7.84
63016,Remove spine lamina >2 thrc,A,21.48,14.39,14.39,7.94
63017,Remove spine lamina >2 lmbr,A,16.9,13.89,13.89,6.49
63020,Lamot dcmprn nrv rt 1 cerv,A,14.54,12.56,12.56,4.76
63030,Lamot dcmprn nrv rt 1 lmbr,A,11.7,11.35,11.35,3.84
63032,Lamot rpr anulr dfct 1 lmbr,A,2.5,0.79,0.79,0.79
63035,Lamot dcmprn nrv rt ea addl,A,3.76,1.25,1.25,1.17
63040,Laminotomy single cervical,A,19.8,12.61,12.61,6.15
63042,Laminotomy single lumbar,A,18.29,12.73,12.73,5.5
63043,Laminotomy addl cervical,C,0.0,0.0,0.0,0.0
63044,Laminotomy addl lumbar,C,0.0,0.0,0.0,0.0
63045,Lam facetec & foramot crv,A,17.5,13.58,13.58,6.33
63046,Lam facetec & foramot thrc,A,16.82,12.9,12.9,5.74
63047,Lam facetec & foramot lumbar,A,14.99,12.03,12.03,4.88
63048,Lam facetec &foramot ea addl,A,3.38,1.13,1.13,1.1
63050,Cervical laminoplsty 2/> seg,A,21.46,13.64,13.64,6.85
63051,C-laminoplasty w/graft/plate,A,24.87,14.73,14.73,7.55
63052,Lam facetc/frmt arthrd lum 1,A,4.14,1.39,1.39,1.35
63053,Lam factc/frmt arthrd lum ea,A,3.69,1.23,1.23,1.21
63055,Decompress spinal cord thrc,A,22.96,14.98,14.98,8.56
63056,Decompress spinal cord lmbr,A,21.31,13.59,13.59,7.16
63057,Decompress spine cord add-on,A,5.12,1.73,1.73,1.76
63064,Decompress spinal cord thrc,A,25.56,15.66,15.66,9.25
63066,Decompress spine cord add-on,A,3.18,1.11,1.11,1.33
63075,Neck spine disk surgery,A,19.11,13.12,13.12,6.34
63076,Neck spine disk surgery,A,3.94,1.3,1.3,1.26
63077,Spine disk surgery thorax,A,22.31,12.21,12.21,4.75
63078,Spine disk surgery thorax,A,3.2,1.12,1.12,1.33
63081,Remove vert body dcmprn crvl,A,25.45,15.61,15.61,8.64
63082,Remove vertebral body add-on,A,4.25,1.43,1.43,1.43
63085,Remove vert body dcmprn thrc,A,28.73,16.13,16.13,9.63
63086,Remove vertebral body add-on,A,3.11,0.98,0.98,1.03
63087,Remov vertbr dcmprn thrclmbr,A,36.59,19.06,19.06,12.14
63088,Remove vertebral body add-on,A,4.21,1.37,1.37,1.44
63090,Remove vert body dcmprn lmbr,A,30.16,15.66,15.66,8.73
63091,Remove vertebral body add-on,A,2.95,0.93,0.93,0.85
63101,Remove vert body dcmprn thrc,A,33.25,20.92,20.92,12.22
63102,Remove vert body dcmprn lmbr,A,33.25,20.28,20.28,11.56
63103,Remove vertebral body add-on,A,4.7,1.58,1.58,1.59
63170,Incise spinal cord tract(s),A,21.65,16.38,16.38,9.16
63172,Drainage of spinal cyst,A,19.27,14.48,14.48,8.13
63173,Drainage of spinal cyst,A,23.7,17.09,17.09,10.02
63185,Incise spine nrv half segmnt,A,16.08,14.17,14.17,6.77
63190,Incise spine nrv >2 segmnts,A,18.42,11.34,11.34,3.92
63191,Incise spine accessory nerve,A,18.45,15.0,15.0,7.77
63197,Lam w/cordotomy 1stg thrc,A,23.48,17.01,17.01,9.92
63200,Release spinal cord lumbar,A,20.9,16.33,16.33,8.73
63250,Revise spinal cord vsls crvl,A,42.76,24.05,24.05,18.05
63251,Revise spinal cord vsls thrc,A,43.52,25.07,25.07,18.37
63252,Revise spine cord vsl thrlmb,A,43.51,25.06,25.06,18.37
63265,Excise intraspinl lesion crv,A,23.22,16.09,16.09,9.0
63266,Excise intrspinl lesion thrc,A,24.06,16.33,16.33,9.25
63267,Excise intrspinl lesion lmbr,A,18.96,13.93,13.93,6.71
63268,Excise intrspinl lesion scrl,A,19.52,15.88,15.88,8.24
63270,Excise intrspinl lesion crvl,A,29.06,19.23,19.23,12.28
63271,Excise intrspinl lesion thrc,A,29.17,19.03,19.03,12.05
63272,Excise intrspinl lesion lmbr,A,26.81,17.42,17.42,10.54
63273,Excise intrspinl lesion scrl,A,25.81,18.09,18.09,10.9
63275,Bx/exc xdrl spine lesn crvl,A,25.21,16.86,16.86,9.78
63276,Bx/exc xdrl spine lesn thrc,A,25.05,16.84,16.84,9.82
63277,Bx/exc xdrl spine lesn lmbr,A,21.83,15.06,15.06,8.09
63278,Bx/exc xdrl spine lesn scrl,A,21.57,16.6,16.6,9.12
63280,Bx/exc idrl spine lesn crvl,A,29.53,19.94,19.94,12.28
63281,Bx/exc idrl spine lesn thrc,A,29.24,19.83,19.83,12.2
63282,Bx/exc idrl spine lesn lmbr,A,27.45,19.16,19.16,11.41
63283,Bx/exc idrl spine lesn scrl,A,26.09,18.95,18.95,11.02
63285,Bx/exc idrl imed lesn cervl,A,37.1,22.81,22.81,15.66
63286,Bx/exc idrl imed lesn thrc,A,36.68,22.61,22.61,15.39
63287,Bx/exc idrl imed lesn thrlmb,A,39.08,23.5,23.5,16.49
63290,Bx/exc xdrl/idrl lsn any lvl,A,39.8,23.76,23.76,16.81
63295,Repair laminectomy defect,A,5.12,1.79,1.79,2.15
63300,Remove vert xdrl body crvcl,A,26.13,16.47,16.47,9.53
63301,Remove vert xdrl body thrc,A,30.78,20.59,20.59,12.99
63302,Remove vert xdrl body thrlmb,A,30.37,20.45,20.45,12.83
63303,Remov vert xdrl bdy lmbr/sac,A,32.71,20.51,20.51,13.82
63304,Remove vert idrl body crvcl,A,33.0,21.37,21.37,13.93
63305,Remove vert idrl body thrc,A,35.33,22.19,22.19,14.93
63306,Remov vert idrl bdy thrclmbr,A,34.66,21.95,21.95,14.64
63307,Remov vert idrl bdy lmbr/sac,A,34.09,21.14,21.14,14.39
63308,Remove vertebral body add-on,A,5.11,1.71,1.71,1.83
63600,Remove spinal cord lesion,A,14.74,11.53,11.53,6.21
63610,Stimulation of spinal cord,A,8.5,4.35,4.35,3.58
63620,Srs spinal lesion,A,15.21,11.72,11.72,6.4
63621,Srs spinal lesion addl,A,3.9,1.37,1.37,1.64
63650,Implant neuroelectrodes,A,6.97,63.75,3.48,0.79
63655,Implant neuroelectrodes,A,10.65,10.63,10.63,3.83
63661,Remove spine eltrd perq aray,A,4.95,16.33,3.32,0.98
63662,Remove spine eltrd plate,A,10.73,10.84,10.84,3.87
63663,Revise spine eltrd perq aray,A,7.56,19.9,3.62,1.08
63664,Revise spine eltrd plate,A,11.23,11.2,11.2,4.11
63685,Ins/rplc spi npg/rcvr pocket,A,5.06,3.43,3.43,1.05
63688,Rev/rmv imp sp npg/r dtch cn,A,4.24,3.85,3.85,1.06
63700,Repair of spinal herniation,A,17.03,15.4,15.4,7.19
63702,Repair of spinal herniation,A,18.92,16.06,16.06,7.98
63704,Repair of spinal herniation,A,21.87,18.91,18.91,9.23
63706,Repair of spinal herniation,A,24.72,19.91,19.91,10.44
63707,Repair spinal fluid leakage,A,12.33,11.11,11.11,4.34
63709,Repair spinal fluid leakage,A,15.26,11.99,11.99,5.23
63710,Graft repair of spine defect,A,15.02,11.63,11.63,4.66
63740,Install spinal shunt,A,12.31,12.73,12.73,5.17
63741,Install spinal shunt,A,8.89,9.11,9.11,3.35
63744,Revision of spinal shunt,A,8.72,9.65,9.65,3.67
63746,Removal of spinal shunt,A,7.15,9.1,9.1,3.01
64400,Njx aa&/strd trigeminal nrv,A,0.73,2.71,0.48,0.21
64405,Njx aa&/strd gr ocpl nrv,A,0.92,1.23,0.25,0.21
64408,Njx aa&/strd vagus nrv,A,0.73,1.55,0.32,0.11
64415,Njx aa&/strd brch plxs img,A,1.46,3.06,0.41,0.12
64416,Njx aa&/strd brch pl nfs img,A,1.76,0.26,0.26,0.15
64417,Njx aa&/strd ax nerve img,A,1.28,4.16,0.43,0.13
64418,Njx aa&/strd sprscap nrv,A,1.07,1.51,0.26,0.11
64420,Njx aa&/strd ntrcost nrv 1,A,1.05,2.03,0.43,0.09
64421,Njx aa&/strd ntrcost nrv ea,A,0.49,0.51,0.11,0.05
64425,Njx aa&/strd ii ih nerves,A,0.98,2.55,0.42,0.09
64430,Njx aa&/strd pudendal nerve,A,0.98,1.78,0.37,0.11
64435,Njx aa&/strd paracrv nrv,A,0.73,1.39,0.3,0.13
64445,Njx aa&/strd sciatic nrv img,A,1.36,3.68,0.47,0.15
64446,Njx aa&/strd sc nrv nfs img,A,1.71,0.26,0.26,0.15
64447,Njx aa&/strd femoral nrv img,A,1.31,2.59,0.39,0.12
64448,Njx aa&/strd fem nrv nfs img,A,1.64,0.25,0.25,0.14
64449,Njx aa&/strd lmbr plex nfs,A,1.24,0.43,0.43,0.14
64450,Njx aa&/strd other pn/branch,A,0.73,1.62,0.35,0.07
64451,Njx aa&/strd nrv nrvtg si jt,A,1.48,5.61,0.55,0.14
64454,Njx aa&/strd gnclr nrv brnch,A,1.48,5.42,0.58,0.13
64455,Njx aa&/strd pltr com dg nrv,A,0.73,0.7,0.1,0.07
64461,Pvb thoracic single inj site,A,1.71,2.61,0.28,0.16
64462,Pvb thoracic 2nd+ inj site,A,1.07,1.19,0.18,0.08
64463,Pvb thoracic cont infusion,A,1.85,5.9,0.28,0.16
64466,Thrc fascial pln blk uni njx,A,1.46,2.65,0.24,0.14
64467,Thrc fascial pln blk uni nfs,A,1.7,6.22,0.27,0.16
64468,Thrc fascial pln blk bi njx,A,1.63,3.14,0.26,0.15
64469,Thrc fascial pln blk bi nfs,A,1.78,10.54,0.29,0.17
64473,Lwr xtr fscl pln blk uni njx,A,1.31,2.6,0.21,0.12
64474,Lwr xtr fscl pln blk uni nfs,A,1.63,6.19,0.26,0.15
64479,Njx aa&/strd tfrm epi c/t 1,A,2.23,6.11,1.06,0.2
64480,Njx aa&/strd tfrm epi c/t ea,A,1.17,3.0,0.31,0.11
64483,Njx aa&/strd tfrm epi l/s 1,A,1.85,5.91,0.96,0.17
64484,Njx aa&/strd tfrm epi l/s ea,A,0.98,2.46,0.25,0.08
64486,Tap block unil by injection,A,1.17,2.5,0.19,0.09
64487,Tap block uni by infusion,A,1.36,5.88,0.21,0.11
64488,Tap block bi injection,A,1.37,2.93,0.21,0.12
64489,Tap block bi by infusion,A,1.71,10.21,0.26,0.15
64490,Inj paravert f jnt c/t 1 lev,A,1.77,4.2,0.88,0.17
64491,Inj paravert f jnt c/t 2 lev,A,1.13,1.81,0.28,0.11
64492,Inj paravert f jnt c/t 3 lev,A,1.13,1.84,0.31,0.09
64493,Inj paravert f jnt l/s 1 lev,A,1.48,4.08,0.82,0.14
64494,Inj paravert f jnt l/s 2 lev,A,0.98,1.81,0.25,0.08
64495,Inj paravert f jnt l/s 3 lev,A,0.98,1.9,0.29,0.08
64505,N block spenopalatine gangl,A,1.33,2.79,1.21,0.38
64510,N block stellate ganglion,A,1.19,3.31,0.79,0.11
64517,N block inj hypogas plxs,A,2.15,3.72,1.06,0.2
64520,N block lumbar/thoracic,A,1.32,5.81,0.86,0.12
64530,N block inj celiac pelus,A,1.54,5.37,0.87,0.15
64553,Implant neuroelectrodes,A,5.98,136.45,5.0,2.52
64555,Implant neuroelectrodes,A,5.62,60.37,2.6,0.58
64561,Implant neuroelectrodes,A,5.3,16.19,2.07,0.75
64566,Neuroeltrd stim post tibial,A,0.59,2.85,0.12,0.07
64567,Perq elec nrv field stimj cn,A,1.5,35.45,0.33,0.16
64568,Opn impltj crnl nrv nea&pg,A,8.78,7.88,7.88,3.1
64569,Revise/repl vagus n eltrd,A,10.73,7.89,7.89,3.72
64570,Remove vagus n eltrd,A,8.87,10.33,10.33,3.74
64575,Opn impltj nea perph nerve,A,4.31,3.79,3.79,0.69
64580,Opn impltj nea neuromuscular,A,4.09,4.24,4.24,1.1
64581,Opn impltj nea sacral nerve,A,11.9,3.97,3.97,1.73
64582,Opn mpltj hpglsl nstm ary pg,A,13.65,6.0,6.0,1.99
64583,Rev/rplct hpglsl nstm ary pg,A,14.14,6.11,6.11,2.06
64584,Rmvl hpglsl nstim ary pg,A,11.7,5.51,5.51,1.7
64585,Rev/rmv perph nstim eltrd ra,A,2.06,5.19,1.72,0.29
64590,Ins/rpl prph sac/gstr npg/r,A,4.97,7.12,2.29,0.73
64595,Rev/rmv prph sac/gstr npg/r,A,3.7,6.17,2.03,0.55
64596,Ins/rplcmt prq eltrd ra pn 1,C,0.0,0.0,0.0,0.0
64597,Ins/rplcm prq eltrd ra pn ea,C,0.0,0.0,0.0,0.0
64598,Revj/rmvl nea pn w/int nstim,C,0.0,0.0,0.0,0.0
64600,Injection treatment of nerve,A,3.4,11.57,2.48,0.92
64605,Injection treatment of nerve,A,5.51,25.12,4.85,2.33
64610,Injection treatment of nerve,A,7.02,16.52,4.23,2.2
64611,Chemodenerv saliv glands,A,1.0,2.76,1.85,0.39
64612,Destroy nerve face muscle,A,1.37,2.58,1.58,0.29
64615,Chemodenerv musc migraine,A,1.8,2.28,0.85,0.62
64616,Chemodenerv musc neck dyston,A,1.49,2.31,0.99,0.5
64617,Chemodener muscle larynx emg,A,1.85,2.65,0.64,0.26
64620,Injection treatment of nerve,A,2.82,3.58,1.83,0.36
64624,Dstrj nulyt agt gnclr nrv,A,2.44,9.65,1.33,0.22
64625,Rf abltj nrv nrvtg si jt,A,3.31,11.2,1.65,0.33
64628,Trml dstrj ios bvn 1st 2 l/s,A,6.97,3.23,3.23,0.72
64629,Trml dstrj ios bvn ea addl,A,3.68,0.94,0.94,0.39
64630,Injection treatment of nerve,A,2.97,4.69,1.98,0.55
64632,N block inj common digit,A,1.2,1.41,0.56,0.09
64633,Destroy cerv/thor facet jnt,A,3.24,10.2,1.63,0.3
64634,Destroy c/th facet jnt addl,A,1.29,6.57,0.32,0.12
64635,Destroy lumb/sac facet jnt,A,3.24,10.39,1.65,0.29
